date,home_team,away_team,home_score,away_score,tournament,city,country,id,home_result,away_result
1999-09-04,Denmark,Switzerland,2.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,21801,win,loss
1999-09-04,England,Luxembourg,6.0,0.0,UEFA Euro qualification,London,England,21802,win,loss
1999-09-04,Faroe Islands,Estonia,0.0,2.0,UEFA Euro qualification,TÃ³rshavn,Faroe Islands,21803,loss,win
1999-09-04,Finland,Germany,1.0,2.0,UEFA Euro qualification,Helsinki,Finland,21804,loss,win
1999-09-04,Iceland,Andorra,3.0,0.0,UEFA Euro qualification,ReykjavÃ­k,Iceland,21805,win,loss
1999-09-04,Liechtenstein,Hungary,0.0,0.0,UEFA Euro qualification,Vaduz,Liechtenstein,21806,draw,draw
1999-09-04,Lithuania,Czechia,0.0,4.0,UEFA Euro qualification,Vilnius,Lithuania,21807,loss,win
1999-09-04,Netherlands,Belgium,5.0,5.0,Friendly,Rotterdam,Netherlands,21808,draw,draw
1999-09-04,Northern Ireland,Turkiye,0.0,3.0,UEFA Euro qualification,Belfast,Northern Ireland,21809,loss,win
1999-09-04,Norway,Greece,1.0,0.0,UEFA Euro qualification,Oslo,Norway,21810,win,loss
1999-09-04,Russia,Armenia,2.0,0.0,UEFA Euro qualification,Moscow,Russia,21811,win,loss
1999-09-04,Slovakia,Romania,1.0,5.0,UEFA Euro qualification,Bratislava,Slovakia,21812,loss,win
1999-09-04,Slovenia,Georgia,2.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,21813,win,loss
1999-09-04,Sweden,Bulgaria,1.0,0.0,UEFA Euro qualification,Solna,Sweden,21814,win,loss
1999-09-04,Ukraine,France,0.0,0.0,UEFA Euro qualification,Kyiv,Ukraine,21815,draw,draw
1999-09-05,Cyprus,Israel,3.0,2.0,UEFA Euro qualification,Limassol,Cyprus,21816,win,loss
1999-09-05,Serbia,North Macedonia,3.0,1.0,UEFA Euro qualification,Belgrade,Serbia,21817,win,loss
1999-09-07,Belgium,Morocco,4.0,0.0,Friendly,LiÃ¨ge,Belgium,21818,win,loss
1999-09-07,Brazil,Argentina,4.0,2.0,Friendly,Porto Alegre,Brazil,21819,win,loss
1999-09-08,Andorra,Russia,1.0,2.0,UEFA Euro qualification,Sant JuliÃ  de LÃ²ria,Andorra,21820,loss,win
1999-09-08,Armenia,France,2.0,3.0,UEFA Euro qualification,Yerevan,Armenia,21821,loss,win
1999-09-08,Czechia,Bosnia and Herzegovina,3.0,0.0,UEFA Euro qualification,Teplice,Czechia,21822,win,loss
1999-09-08,Estonia,Scotland,0.0,0.0,UEFA Euro qualification,Tallinn,Estonia,21823,draw,draw
1999-09-08,Faroe Islands,Lithuania,0.0,1.0,UEFA Euro qualification,TÃ³rshavn,Faroe Islands,21824,loss,win
1999-09-08,Georgia,Latvia,2.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,21825,draw,draw
1999-09-08,Germany,Northern Ireland,4.0,0.0,UEFA Euro qualification,Dortmund,Germany,21826,win,loss
1999-09-08,Hungary,Azerbaijan,3.0,0.0,UEFA Euro qualification,Budapest,Hungary,21827,win,loss
1999-09-08,Iceland,Ukraine,0.0,1.0,UEFA Euro qualification,ReykjavÃ­k,Iceland,21828,loss,win
1999-09-08,Israel,San Marino,8.0,0.0,UEFA Euro qualification,Ramat-Gan,Israel,21829,win,loss
1999-09-08,Italy,Denmark,2.0,3.0,UEFA Euro qualification,Naples,Italy,21830,loss,win
1999-09-08,Jamaica,USA,2.0,2.0,Friendly,Kingston,Jamaica,21831,draw,draw
1999-09-08,Japan,IR Iran,1.0,1.0,Friendly,Yokohama,Japan,21832,draw,draw
1999-09-08,Luxembourg,Sweden,0.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,21833,loss,win
1999-09-08,North Macedonia,Serbia,2.0,4.0,UEFA Euro qualification,Skopje,North Macedonia,21834,loss,win
1999-09-08,Malta,Republic of Ireland,2.0,3.0,UEFA Euro qualification,Attard,Malta,21835,loss,win
1999-09-08,Moldova,Turkiye,1.0,1.0,UEFA Euro qualification,ChiÈinÄu,Moldova,21836,draw,draw
1999-09-08,Norway,Slovenia,4.0,0.0,UEFA Euro qualification,Oslo,Norway,21837,win,loss
1999-09-08,Poland,England,0.0,0.0,UEFA Euro qualification,Warsaw,Poland,21838,draw,draw
1999-09-08,Romania,Portugal,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,21839,draw,draw
1999-09-08,Slovakia,Liechtenstein,2.0,0.0,UEFA Euro qualification,Dubnica nad VÃ¡hom,Slovakia,21840,win,loss
1999-09-08,Spain,Cyprus,8.0,0.0,UEFA Euro qualification,Badajoz,Spain,21841,win,loss
1999-09-08,Switzerland,Belarus,2.0,0.0,UEFA Euro qualification,Lausanne,Switzerland,21842,win,loss
1999-09-08,Trinidad and Tobago,Colombia,4.0,3.0,Friendly,Miami,USA,21843,win,loss
1999-09-08,Uruguay,Venezuela,2.0,0.0,Friendly,Montevideo,Uruguay,21844,win,loss
1999-09-08,Zambia,Saudi Arabia,0.0,0.0,Friendly,Harare,Zimbabwe,21845,draw,draw
1999-09-09,Bermuda,Cayman Islands,3.0,1.0,Friendly,Hamilton,Bermuda,21846,win,loss
1999-09-09,Dominica,St Lucia,0.0,2.0,Friendly,Georgetown,Guyana,21847,loss,win
1999-09-11,Bermuda,Cayman Islands,1.0,0.0,Friendly,Hamilton,Bermuda,21848,win,loss
1999-09-11,Zambia,Saudi Arabia,1.0,2.0,Friendly,Harare,Zimbabwe,21849,loss,win
1999-09-19,South Africa,Saudi Arabia,1.0,0.0,Friendly,Cape Town,South Africa,21850,win,loss
1999-09-22,Cayman Islands,Bahamas,4.0,0.0,Friendly,George Town,Cayman Islands,21851,win,loss
1999-09-26,Angola,Namibia,1.0,0.0,COSAFA Cup,Luanda,Angola,21852,win,loss
1999-09-28,Haiti,Venezuela,3.0,2.0,Friendly,Port-au-Prince,Haiti,21853,win,loss
1999-09-30,Saudi Arabia,South Africa,0.0,0.0,Friendly,Riyadh,Saudi Arabia,21854,draw,draw
1999-10-02,Namibia,Angola,1.0,1.0,COSAFA Cup,Windhoek,Namibia,21855,draw,draw
1999-10-05,Scotland,Bosnia and Herzegovina,1.0,0.0,UEFA Euro qualification,Glasgow,Scotland,21856,win,loss
1999-10-06,Canada,Cuba,0.0,0.0,Gold Cup qualification,Los Angeles,USA,21857,draw,draw
1999-10-06,El Salvador,Haiti,1.0,1.0,Gold Cup qualification,Los Angeles,USA,21858,draw,draw
1999-10-06,Greece,Albania,2.0,0.0,UEFA Euro qualification,Athens,Greece,21859,win,loss
1999-10-08,Canada,El Salvador,2.0,1.0,Gold Cup qualification,Los Angeles,USA,21860,win,loss
1999-10-08,Cuba,Haiti,0.0,1.0,Gold Cup qualification,Los Angeles,USA,21861,loss,win
1999-10-09,Albania,Georgia,2.0,1.0,UEFA Euro qualification,Tirana,Albania,21862,win,loss
1999-10-09,Andorra,Armenia,0.0,3.0,UEFA Euro qualification,Sant JuliÃ  de LÃ²ria,Andorra,21863,loss,win
1999-10-09,Azerbaijan,Slovakia,0.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,21864,loss,win
1999-10-09,Belarus,Italy,0.0,0.0,UEFA Euro qualification,Minsk,Belarus,21865,draw,draw
1999-10-09,Croatia,Serbia,2.0,2.0,UEFA Euro qualification,Zagreb,Croatia,21866,draw,draw
1999-10-09,Czechia,Faroe Islands,2.0,0.0,UEFA Euro qualification,Prague,Czechia,21867,win,loss
1999-10-09,Estonia,Bosnia and Herzegovina,1.0,4.0,UEFA Euro qualification,Tallinn,Estonia,21868,loss,win
1999-10-09,Finland,Northern Ireland,4.0,1.0,UEFA Euro qualification,Helsinki,Finland,21869,win,loss
1999-10-09,France,Iceland,3.0,2.0,UEFA Euro qualification,Saint-Denis,France,21870,win,loss
1999-10-09,Germany,Turkiye,0.0,0.0,UEFA Euro qualification,Munich,Germany,21871,draw,draw
1999-10-09,Latvia,Norway,1.0,2.0,UEFA Euro qualification,Riga,Latvia,21872,loss,win
1999-10-09,Liechtenstein,Romania,0.0,3.0,UEFA Euro qualification,Vaduz,Liechtenstein,21873,loss,win
1999-10-09,North Macedonia,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,21874,draw,draw
1999-10-09,Netherlands,Brazil,2.0,2.0,Friendly,Amsterdam,Netherlands,21875,draw,draw
1999-10-09,Portugal,Hungary,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,21876,win,loss
1999-10-09,Russia,Ukraine,1.0,1.0,UEFA Euro qualification,Moscow,Russia,21877,draw,draw
1999-10-09,Scotland,Lithuania,3.0,0.0,UEFA Euro qualification,Glasgow,Scotland,21878,win,loss
1999-10-09,Slovenia,Greece,0.0,3.0,UEFA Euro qualification,Maribor,Slovenia,21879,loss,win
1999-10-09,Sweden,Poland,2.0,0.0,UEFA Euro qualification,Solna,Sweden,21880,win,loss
1999-10-09,Wales,Switzerland,0.0,2.0,UEFA Euro qualification,Wrexham,Wales,21881,loss,win
1999-10-09,Austria,Cyprus,3.0,1.0,UEFA Euro qualification,Vienna,Austria,21882,win,loss
1999-10-09,Bulgaria,Luxembourg,3.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,21883,win,loss
1999-10-10,Canada,Haiti,2.0,1.0,Gold Cup qualification,Los Angeles,USA,21884,win,loss
1999-10-10,Cuba,El Salvador,3.0,1.0,Gold Cup qualification,Los Angeles,USA,21885,win,loss
1999-10-10,Denmark,IR Iran,0.0,0.0,Friendly,Copenhagen,Denmark,21886,draw,draw
1999-10-10,England,Belgium,2.0,1.0,Friendly,Sunderland,England,21887,win,loss
1999-10-10,Spain,Israel,3.0,0.0,UEFA Euro qualification,Albacete,Spain,21888,win,loss
1999-10-12,"Hong Kong, China",Mauritius,4.0,3.0,Friendly,Victoria,"Hong Kong, China",21889,win,loss
1999-10-12,Panama,Trinidad and Tobago,2.0,2.0,Friendly,Panama City,Panama,21890,draw,draw
1999-10-12,Uruguay,Ecuador,0.0,0.0,Friendly,Montevideo,Uruguay,21891,draw,draw
1999-10-13,Argentina,Colombia,2.0,1.0,Friendly,CÃ³rdoba,Argentina,21892,win,loss
1999-10-13,Mexico,Paraguay,0.0,1.0,Friendly,Chicago,USA,21893,loss,win
1999-10-15,Guatemala,Paraguay,0.0,0.0,Friendly,Guatemala,Guatemala,21894,draw,draw
1999-10-16,Tunisia,United Arab Emirates,1.0,0.0,Friendly,Tunis,Tunisia,21895,win,loss
1999-10-18,"Hong Kong, China",Cambodia,4.0,1.0,AFC Asian Cup qualification,Victoria,"Hong Kong, China",21896,win,loss
1999-10-20,Mexico,Colombia,0.0,0.0,Friendly,San Diego,USA,21897,draw,draw
1999-10-24,Cayman Islands,Jamaica,1.0,4.0,Friendly,George Town,Cayman Islands,21898,loss,win
1999-10-24,"Hong Kong, China",Indonesia,1.0,1.0,AFC Asian Cup qualification,Victoria,"Hong Kong, China",21899,draw,draw
1999-10-27,Mexico,Ecuador,0.0,0.0,Friendly,Houston,USA,21900,draw,draw
1999-10-30,Cambodia,Indonesia,1.0,5.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,21901,loss,win
1999-10-30,Congo DR,Congo,1.0,1.0,Friendly,Kinshasa,Congo DR,21902,draw,draw
1999-10-30,Iraq,Estonia,1.0,1.0,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,21903,draw,draw
1999-10-30,Cote d'Ivoire,Gabon,0.0,1.0,Friendly,Abidjan,Cote d'Ivoire,21904,loss,win
1999-10-30,United Arab Emirates,Turkmenistan,3.0,1.0,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,21905,win,loss
1999-10-31,Tunisia,Zambia,2.0,1.0,Friendly,Tunis,Tunisia,21906,win,loss
1999-11-01,Iraq,Turkmenistan,3.0,0.0,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,21907,win,loss
1999-11-01,United Arab Emirates,Estonia,2.0,2.0,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,21908,draw,draw
1999-11-02,Tunisia,Zambia,0.0,0.0,Friendly,Tunis,Tunisia,21909,draw,draw
1999-11-03,Bolivia,Paraguay,0.0,0.0,Copa Paz del Chaco,Buenos Aires,Argentina,21910,draw,draw
1999-11-03,Turkmenistan,Estonia,1.0,1.0,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,21911,draw,draw
1999-11-03,United Arab Emirates,Iraq,2.0,2.0,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,21912,draw,draw
1999-11-07,Burkina Faso,Togo,1.0,0.0,Friendly,Ouagadougou,Burkina Faso,21913,win,loss
1999-11-07,Cambodia,"Hong Kong, China",0.0,1.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,21914,loss,win
1999-11-07,Gabon,Equatorial Guinea,4.0,0.0,UNIFFAC Cup,Libreville,Gabon,21915,win,loss
1999-11-08,Central African Republic,Chad,4.0,1.0,UNIFFAC Cup,Libreville,Gabon,21916,win,loss
1999-11-10,Burkina Faso,Togo,1.0,1.0,Friendly,Ouagadougou,Burkina Faso,21917,draw,draw
1999-11-10,Chad,Sao Tome and Principe,5.0,0.0,UNIFFAC Cup,Libreville,Gabon,21918,win,loss
1999-11-10,Congo,Equatorial Guinea,2.0,1.0,UNIFFAC Cup,Libreville,Gabon,21919,win,loss
1999-11-10,Gabon,Central African Republic,1.0,0.0,UNIFFAC Cup,Libreville,Gabon,21920,win,loss
1999-11-11,Congo,Chad,0.0,2.0,UNIFFAC Cup,Libreville,Gabon,21921,loss,win
1999-11-11,Equatorial Guinea,Central African Republic,4.0,2.0,UNIFFAC Cup,Libreville,Gabon,21922,win,loss
1999-11-11,Gabon,Sao Tome and Principe,1.0,0.0,UNIFFAC Cup,Libreville,Gabon,21923,win,loss
1999-11-12,Congo,Sao Tome and Principe,1.0,0.0,UNIFFAC Cup,Libreville,Gabon,21924,win,loss
1999-11-12,Egypt,Ghana,1.0,2.0,Friendly,Cairo,Egypt,21925,loss,win
1999-11-13,Central African Republic,Sao Tome and Principe,3.0,0.0,UNIFFAC Cup,Libreville,Gabon,21926,win,loss
1999-11-13,Chad,Equatorial Guinea,1.0,0.0,UNIFFAC Cup,Libreville,Gabon,21927,win,loss
1999-11-13,France,Croatia,3.0,0.0,Friendly,Saint-Denis,France,21928,win,loss
1999-11-13,Gabon,Congo,0.0,0.0,UNIFFAC Cup,Libreville,Gabon,21929,draw,draw
1999-11-13,Greece,Nigeria,2.0,0.0,Friendly,KilkÃ­s,Greece,21930,win,loss
1999-11-13,Republic of Ireland,Turkiye,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,21931,draw,draw
1999-11-13,Israel,Denmark,0.0,5.0,UEFA Euro qualification,Ramat-Gan,Israel,21932,loss,win
1999-11-13,Italy,Belgium,1.0,3.0,Friendly,Lecce,Italy,21933,loss,win
1999-11-13,Netherlands,Czechia,1.0,1.0,Friendly,Eindhoven,Netherlands,21934,draw,draw
1999-11-13,Scotland,England,0.0,2.0,UEFA Euro qualification,Glasgow,Scotland,21935,loss,win
1999-11-13,Slovenia,Ukraine,2.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,21936,win,loss
1999-11-13,Spain,Brazil,0.0,0.0,Friendly,Vigo,Spain,21937,draw,draw
1999-11-14,Central African Republic,Congo,4.0,2.0,UNIFFAC Cup,Libreville,Gabon,21938,win,loss
1999-11-14,Gabon,Chad,2.0,0.0,UNIFFAC Cup,Libreville,Gabon,21939,win,loss
1999-11-14,Indonesia,"Hong Kong, China",3.0,1.0,AFC Asian Cup qualification,Jakarta,Indonesia,21940,win,loss
1999-11-14,Norway,Germany,0.0,1.0,Friendly,Oslo,Norway,21941,loss,win
1999-11-14,Sao Tome and Principe,Equatorial Guinea,2.0,0.0,UNIFFAC Cup,Libreville,Gabon,21942,win,loss
1999-11-15,Namibia,Egypt,0.0,1.0,Friendly,Windhoek,Namibia,21943,loss,win
1999-11-17,Denmark,Israel,3.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,21944,win,loss
1999-11-17,England,Scotland,0.0,1.0,UEFA Euro qualification,London,England,21945,loss,win
1999-11-17,Greece,Bulgaria,1.0,0.0,Friendly,KozÃ¡ni,Greece,21946,win,loss
1999-11-17,Honduras,Trinidad and Tobago,3.0,2.0,Friendly,San Pedro Sula,Honduras,21947,win,loss
1999-11-17,Morocco,USA,2.0,1.0,Friendly,Marrakech,Morocco,21948,win,loss
1999-11-17,Peru,Slovakia,2.0,1.0,Friendly,Lima,Peru,21949,win,loss
1999-11-17,Spain,Argentina,0.0,2.0,Friendly,Seville,Spain,21950,loss,win
1999-11-17,Turkiye,Republic of Ireland,0.0,0.0,UEFA Euro qualification,Bursa,Turkiye,21951,draw,draw
1999-11-17,Ukraine,Slovenia,1.0,1.0,UEFA Euro qualification,Kyiv,Ukraine,21952,draw,draw
1999-11-17,Uruguay,Paraguay,0.0,1.0,Friendly,Maldonado,Uruguay,21953,loss,win
1999-11-19,Libya,Togo,2.0,1.0,Friendly,Agilat,Libya,21954,win,loss
1999-11-20,Indonesia,Cambodia,9.0,2.0,AFC Asian Cup qualification,Jakarta,Indonesia,21955,win,loss
1999-11-20,Senegal,Cote d'Ivoire,3.0,0.0,Friendly,Dakar,Senegal,21956,win,loss
1999-11-21,Bangladesh,Uzbekistan,0.0,6.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21957,loss,win
1999-11-21,Gabon,Nigeria,0.0,2.0,Friendly,Libreville,Gabon,21958,loss,win
1999-11-21,United Arab Emirates,India,3.0,1.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21959,win,loss
1999-11-23,Guatemala,Slovakia,0.0,1.0,Friendly,Guatemala,Guatemala,21960,loss,win
1999-11-23,Sri Lanka,Uzbekistan,0.0,6.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21961,loss,win
1999-11-23,United Arab Emirates,Bangladesh,3.0,0.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21962,win,loss
1999-11-24,Lebanon,Malta,0.0,0.0,Friendly,Beirut,Lebanon,21963,draw,draw
1999-11-25,Costa Rica,Slovakia,4.0,0.0,Friendly,San JosÃ©,Costa Rica,21964,win,loss
1999-11-25,India,Uzbekistan,2.0,3.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21965,loss,win
1999-11-25,Sri Lanka,Bangladesh,1.0,3.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21966,loss,win
1999-11-26,Gabon,Togo,0.0,0.0,Friendly,Libreville,Gabon,21967,draw,draw
1999-11-27,Congo,Burkina Faso,2.0,1.0,Friendly,Libreville,Gabon,21968,win,loss
1999-11-27,South Africa,Sweden,1.0,0.0,Friendly,Pretoria,South Africa,21969,win,loss
1999-11-27,Sri Lanka,India,1.0,3.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21970,loss,win
1999-11-27,United Arab Emirates,Uzbekistan,0.0,1.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21971,loss,win
1999-11-27,Zimbabwe,Libya,2.0,1.0,Friendly,Harare,Zimbabwe,21972,win,loss
1999-11-28,Congo,Togo,2.0,1.0,Friendly,Libreville,Gabon,21973,win,loss
1999-11-28,Gabon,Burkina Faso,3.0,2.0,Friendly,Libreville,Gabon,21974,win,loss
1999-11-29,India,Bangladesh,2.0,2.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21975,draw,draw
1999-11-29,United Arab Emirates,Sri Lanka,6.0,0.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,21976,win,loss
1999-12-01,Congo,Congo DR,0.0,1.0,Friendly,Brazzaville,Congo,21977,loss,win
1999-12-01,Peru,Honduras,0.0,0.0,Friendly,Lima,Peru,21978,draw,draw
1999-12-04,The Gambia,Sierra Leone,0.0,0.0,Friendly,Banjul,The Gambia,21979,draw,draw
1999-12-04,Malawi,Libya,1.0,2.0,Friendly,Lilongwe,Malawi,21980,loss,win
1999-12-05,Panama,Cuba,1.0,0.0,Friendly,Panama City,Panama,21981,win,loss
1999-12-11,Malawi,Rwanda,1.0,1.0,Friendly,Lilongwe,Malawi,21982,draw,draw
1999-12-12,Senegal,The Gambia,3.0,0.0,Friendly,Dakar,Senegal,21983,win,loss
1999-12-12,St Lucia,Dominica,3.0,1.0,Friendly,Vieux Fort,St Lucia,21984,win,loss
1999-12-13,Malawi,Rwanda,1.0,1.0,Friendly,Blantyre,Malawi,21985,draw,draw
1999-12-13,St Lucia,Dominica,2.0,1.0,Friendly,Vieux Fort,St Lucia,21986,win,loss
1999-12-14,Greece,Ghana,1.0,1.0,Friendly,Salonica,Greece,21987,draw,draw
1999-12-15,Malawi,Rwanda,1.0,2.0,Friendly,Blantyre,Malawi,21988,loss,win
1999-12-16,Greece,Moldova,2.0,0.0,Friendly,LÃ¡risa,Greece,21989,win,loss
1999-12-16,Honduras,Zambia,7.0,1.0,Friendly,San Pedro Sula,Honduras,21990,win,loss
1999-12-18,Dominica,St Lucia,2.0,1.0,Friendly,Roseau,Dominica,21991,win,loss
1999-12-18,Greece,Estonia,2.0,2.0,Friendly,TrÃ­kala,Greece,21992,draw,draw
1999-12-19,Dominica,St Lucia,2.0,1.0,Friendly,Roseau,Dominica,21993,win,loss
1999-12-21,Morocco,Senegal,0.0,0.0,Friendly,Agadir,Morocco,21994,draw,draw
1999-12-22,Tunisia,Ghana,2.0,0.0,Friendly,Sfax,Tunisia,21995,win,loss
1999-12-23,Libya,Gabon,2.0,0.0,Friendly,Benghazi,Libya,21996,win,loss
1999-12-27,Gabon,Togo,3.0,2.0,Friendly,Benghazi,Libya,21997,win,loss
1999-12-28,Malaysia,Singapore,1.0,0.0,Friendly,Dubai,United Arab Emirates,21998,win,loss
1999-12-29,Costa Rica,Honduras,1.0,1.0,Friendly,Alajuela,Costa Rica,21999,draw,draw
1999-12-29,Cote d'Ivoire,Burkina Faso,3.0,1.0,Friendly,Abidjan,Cote d'Ivoire,22000,win,loss
1999-12-29,Libya,Togo,2.0,0.0,Friendly,Benghazi,Libya,22001,win,loss
2000-01-04,Egypt,Togo,2.0,1.0,Friendly,Aswan,Egypt,22002,win,loss
2000-01-07,Tunisia,Togo,7.0,0.0,Friendly,Tunis,Tunisia,22003,win,loss
2000-01-08,Trinidad and Tobago,Canada,0.0,0.0,Friendly,Port of Spain,Trinidad and Tobago,22004,draw,draw
2000-01-09,Burkina Faso,Gabon,1.0,1.0,Friendly,Ouagadougou,Burkina Faso,22005,draw,draw
2000-01-09,Guatemala,Armenia,1.0,1.0,Friendly,Los Angeles,USA,22006,draw,draw
2000-01-09,Cote d'Ivoire,Egypt,2.0,0.0,Friendly,Abidjan,Cote d'Ivoire,22007,win,loss
2000-01-09,Mexico,IR Iran,2.0,1.0,Friendly,Oakland,USA,22008,win,loss
2000-01-11,Bermuda,Canada,0.0,2.0,Friendly,Hamilton,Bermuda,22009,loss,win
2000-01-11,Burkina Faso,Cameroon,2.0,2.0,Friendly,Ouagadougou,Burkina Faso,22010,draw,draw
2000-01-13,Senegal,Cameroon,0.0,0.0,Friendly,Dakar,Senegal,22011,draw,draw
2000-01-14,China PR,Aotearoa New Zealand,1.0,0.0,Friendly,Guangzhou,China PR,22012,win,loss
2000-01-16,Jamaica,Aotearoa New Zealand,2.0,1.0,Friendly,Guangzhou,China PR,22013,win,loss
2000-01-16,USA,IR Iran,1.0,1.0,Friendly,Pasadena,USA,22014,draw,draw
2000-01-18,Ghana,Tunisia,2.0,0.0,Friendly,Accra,Ghana,22015,win,loss
2000-01-18,Morocco,Trinidad and Tobago,1.0,0.0,Friendly,El Jadida,Morocco,22016,win,loss
2000-01-19,Panama,Guatemala,2.0,0.0,Friendly,Panama City,Panama,22017,win,loss
2000-01-19,Togo,Egypt,1.0,0.0,Friendly,LomÃ©,Togo,22018,win,loss
2000-01-20,Burkina Faso,Algeria,1.0,0.0,Friendly,Ouagadougou,Burkina Faso,22019,win,loss
2000-01-20,Malta,Qatar,2.0,0.0,Friendly,Attard,Malta,22020,win,loss
2000-01-21,Aotearoa New Zealand,Korea Republic,0.0,1.0,Friendly,Auckland,Aotearoa New Zealand,22021,loss,win
2000-01-22,Ghana,Cameroon,1.0,1.0,African Cup of Nations,Accra,Ghana,22022,draw,draw
2000-01-23,China PR,Philippines,8.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,22023,win,loss
2000-01-23,Egypt,Zambia,2.0,0.0,African Cup of Nations,Kano,Nigeria,22024,win,loss
2000-01-23,Aotearoa New Zealand,Korea Republic,0.0,0.0,Friendly,Palmerston North,Aotearoa New Zealand,22025,draw,draw
2000-01-23,Nigeria,Tunisia,4.0,2.0,African Cup of Nations,Lagos,Nigeria,22026,win,loss
2000-01-23,South Africa,Gabon,3.0,1.0,African Cup of Nations,Kumasi,Ghana,22027,win,loss
2000-01-23,Vietnam,Guam,11.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,22028,win,loss
2000-01-24,Congo DR,Algeria,0.0,0.0,African Cup of Nations,Kumasi,Ghana,22029,draw,draw
2000-01-24,Cote d'Ivoire,Togo,1.0,1.0,African Cup of Nations,Accra,Ghana,22030,draw,draw
2000-01-24,Qatar,Bosnia and Herzegovina,2.0,0.0,Friendly,Doha,Qatar,22031,win,loss
2000-01-25,Burkina Faso,Senegal,1.0,3.0,African Cup of Nations,Kano,Nigeria,22032,loss,win
2000-01-25,Morocco,Congo,1.0,0.0,African Cup of Nations,Lagos,Nigeria,22033,win,loss
2000-01-26,China PR,Guam,19.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,22034,win,loss
2000-01-26,Costa Rica,Trinidad and Tobago,2.0,1.0,Friendly,San JosÃ©,Costa Rica,22035,win,loss
2000-01-26,Guatemala,Panama,1.0,1.0,Friendly,Guatemala,Guatemala,22036,draw,draw
2000-01-26,Spain,Poland,3.0,0.0,Friendly,Cartagena,Spain,22037,win,loss
2000-01-26,Uganda,Libya,3.0,2.0,Friendly,Kampala,Uganda,22038,win,loss
2000-01-26,Vietnam,Philippines,3.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,22039,win,loss
2000-01-27,Ghana,Togo,2.0,0.0,African Cup of Nations,Accra,Ghana,22040,win,loss
2000-01-27,South Africa,Congo DR,1.0,0.0,African Cup of Nations,Kumasi,Ghana,22041,win,loss
2000-01-28,Cameroon,Cote d'Ivoire,3.0,0.0,African Cup of Nations,Accra,Ghana,22042,win,loss
2000-01-28,Egypt,Senegal,1.0,0.0,African Cup of Nations,Kano,Nigeria,22043,win,loss
2000-01-28,Nigeria,Congo,0.0,0.0,African Cup of Nations,Lagos,Nigeria,22044,draw,draw
2000-01-28,US Virgin Islands,St Lucia,0.0,9.0,Friendly,Saint Croix,US Virgin Islands,22045,loss,win
2000-01-29,Algeria,Gabon,3.0,1.0,African Cup of Nations,Kumasi,Ghana,22046,win,loss
2000-01-29,Chile,USA,1.0,2.0,Friendly,Coquimbo,Chile,22047,loss,win
2000-01-29,Philippines,Guam,2.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,22048,win,loss
2000-01-29,Tunisia,Morocco,0.0,0.0,African Cup of Nations,Lagos,Nigeria,22049,draw,draw
2000-01-29,Vietnam,China PR,0.0,2.0,AFC Asian Cup qualification,Hanoi,Vietnam,22050,loss,win
2000-01-29,Zambia,Burkina Faso,1.0,1.0,African Cup of Nations,Kano,Nigeria,22051,draw,draw
2000-01-30,US Virgin Islands,St Lucia,0.0,2.0,Friendly,Saint Croix,US Virgin Islands,22052,loss,win
2000-01-31,Cameroon,Togo,0.0,1.0,African Cup of Nations,Kumasi,Ghana,22053,loss,win
