date,home_team,away_team,home_score,away_score,tournament,city,country,id,home_result,away_result
1872-11-30,Scotland,England,0.0,0.0,Friendly,Glasgow,Scotland,1,draw,draw
1873-03-08,England,Scotland,4.0,2.0,Friendly,London,England,2,win,loss
1874-03-07,Scotland,England,2.0,1.0,Friendly,Glasgow,Scotland,3,win,loss
1875-03-06,England,Scotland,2.0,2.0,Friendly,London,England,4,draw,draw
1876-03-04,Scotland,England,3.0,0.0,Friendly,Glasgow,Scotland,5,win,loss
1876-03-25,Scotland,Wales,4.0,0.0,Friendly,Glasgow,Scotland,6,win,loss
1877-03-03,England,Scotland,1.0,3.0,Friendly,London,England,7,loss,win
1877-03-05,Wales,Scotland,0.0,2.0,Friendly,Wrexham,Wales,8,loss,win
1878-03-02,Scotland,England,7.0,2.0,Friendly,Glasgow,Scotland,9,win,loss
1878-03-23,Scotland,Wales,9.0,0.0,Friendly,Glasgow,Scotland,10,win,loss
1879-01-18,England,Wales,2.0,1.0,Friendly,London,England,11,win,loss
1879-04-05,England,Scotland,5.0,4.0,Friendly,London,England,12,win,loss
1879-04-07,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,13,loss,win
1880-03-13,Scotland,England,5.0,4.0,Friendly,Glasgow,Scotland,14,win,loss
1880-03-15,Wales,England,2.0,3.0,Friendly,Wrexham,Wales,15,loss,win
1880-03-27,Scotland,Wales,5.0,1.0,Friendly,Glasgow,Scotland,16,win,loss
1881-02-26,England,Wales,0.0,1.0,Friendly,Blackburn,England,17,loss,win
1881-03-12,England,Scotland,1.0,6.0,Friendly,London,England,18,loss,win
1881-03-14,Wales,Scotland,1.0,5.0,Friendly,Wrexham,Wales,19,loss,win
1882-02-18,Northern Ireland,England,0.0,13.0,Friendly,Belfast,Northern Ireland,20,loss,win
1882-02-25,Wales,Northern Ireland,7.0,1.0,Friendly,Wrexham,Wales,21,win,loss
1882-03-11,Scotland,England,5.0,1.0,Friendly,Glasgow,Scotland,22,win,loss
1882-03-13,Wales,England,5.0,3.0,Friendly,Wrexham,Wales,23,win,loss
1882-03-25,Scotland,Wales,5.0,0.0,Friendly,Glasgow,Scotland,24,win,loss
1883-02-03,England,Wales,5.0,0.0,Friendly,London,England,25,win,loss
1883-02-24,England,Northern Ireland,7.0,0.0,Friendly,Liverpool,England,26,win,loss
1883-03-10,England,Scotland,2.0,3.0,Friendly,Sheffield,England,27,loss,win
1883-03-12,Wales,Scotland,0.0,3.0,Friendly,Wrexham,Wales,28,loss,win
1883-03-17,Northern Ireland,Wales,1.0,1.0,Friendly,Belfast,Northern Ireland,29,draw,draw
1884-01-26,Northern Ireland,Scotland,0.0,5.0,British Home Championship,Belfast,Northern Ireland,30,loss,win
1884-02-09,Wales,Northern Ireland,6.0,0.0,British Home Championship,Wrexham,Wales,31,win,loss
1884-02-23,Northern Ireland,England,1.0,8.0,British Home Championship,Belfast,Northern Ireland,32,loss,win
1884-03-15,Scotland,England,1.0,0.0,British Home Championship,Glasgow,Scotland,33,win,loss
1884-03-17,Wales,England,0.0,4.0,British Home Championship,Wrexham,Wales,34,loss,win
1884-03-29,Scotland,Wales,4.0,1.0,British Home Championship,Glasgow,Scotland,35,win,loss
1885-02-28,England,Northern Ireland,4.0,0.0,British Home Championship,Manchester,England,36,win,loss
1885-03-14,England,Wales,1.0,1.0,British Home Championship,Blackburn,England,37,draw,draw
1885-03-14,Scotland,Northern Ireland,8.0,2.0,British Home Championship,Glasgow,Scotland,38,win,loss
1885-03-21,England,Scotland,1.0,1.0,British Home Championship,London,England,39,draw,draw
1885-03-23,Wales,Scotland,1.0,8.0,British Home Championship,Wrexham,Wales,40,loss,win
1885-04-11,Northern Ireland,Wales,2.0,8.0,British Home Championship,Belfast,Northern Ireland,41,loss,win
1885-11-28,USA,Canada,0.0,1.0,Friendly,Newark,USA,42,loss,win
1886-02-27,Wales,Northern Ireland,5.0,0.0,British Home Championship,Wrexham,Wales,43,win,loss
1886-03-13,Northern Ireland,England,1.0,6.0,British Home Championship,Belfast,Northern Ireland,44,loss,win
1886-03-20,Northern Ireland,Scotland,2.0,7.0,British Home Championship,Belfast,Northern Ireland,45,loss,win
1886-03-27,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,46,draw,draw
1886-03-29,Wales,England,1.0,3.0,British Home Championship,Wrexham,Wales,47,loss,win
1886-04-10,Scotland,Wales,4.0,1.0,British Home Championship,Glasgow,Scotland,48,win,loss
1886-11-25,USA,Canada,3.0,2.0,Friendly,Newark,USA,49,win,loss
1887-02-05,England,Northern Ireland,7.0,0.0,British Home Championship,Sheffield,England,50,win,loss
1887-02-19,Scotland,Northern Ireland,4.0,1.0,British Home Championship,Glasgow,Scotland,51,win,loss
1887-02-26,England,Wales,4.0,0.0,British Home Championship,London,England,52,win,loss
1887-03-12,Northern Ireland,Wales,4.0,1.0,British Home Championship,Belfast,Northern Ireland,53,win,loss
1887-03-19,England,Scotland,2.0,3.0,British Home Championship,Blackburn,England,54,loss,win
1887-03-21,Wales,Scotland,0.0,2.0,British Home Championship,Wrexham,Wales,55,loss,win
1888-02-04,England,Wales,5.0,1.0,British Home Championship,Crewe,England,56,win,loss
1888-03-03,Wales,Northern Ireland,11.0,0.0,British Home Championship,Wrexham,Wales,57,win,loss
1888-03-10,Scotland,Wales,5.0,1.0,British Home Championship,Edinburgh,Scotland,58,win,loss
1888-03-17,Scotland,England,0.0,5.0,British Home Championship,Glasgow,Scotland,59,loss,win
1888-03-24,Northern Ireland,Scotland,2.0,10.0,British Home Championship,Belfast,Northern Ireland,60,loss,win
1888-04-07,Northern Ireland,England,1.0,5.0,British Home Championship,Belfast,Northern Ireland,61,loss,win
1888-09-19,Scotland,Canada,4.0,0.0,Friendly,Glasgow,Scotland,62,win,loss
1889-02-23,England,Wales,4.0,1.0,British Home Championship,Stoke-on-Trent,England,63,win,loss
1889-03-02,England,Northern Ireland,6.0,1.0,British Home Championship,Liverpool,England,64,win,loss
1889-03-09,Scotland,Northern Ireland,7.0,0.0,British Home Championship,Glasgow,Scotland,65,win,loss
1889-04-13,England,Scotland,2.0,3.0,British Home Championship,London,England,66,loss,win
1889-04-15,Wales,Scotland,0.0,0.0,British Home Championship,Wrexham,Wales,67,draw,draw
1889-04-27,Northern Ireland,Wales,1.0,3.0,British Home Championship,Belfast,Northern Ireland,68,loss,win
1890-02-08,Wales,Northern Ireland,5.0,2.0,British Home Championship,Shrewsbury,England,69,win,loss
1890-03-15,Northern Ireland,England,1.0,9.0,British Home Championship,Belfast,Northern Ireland,70,loss,win
1890-03-15,Wales,England,1.0,3.0,British Home Championship,Wrexham,Wales,71,loss,win
1890-03-22,Scotland,Wales,5.0,0.0,British Home Championship,Paisley,Scotland,72,win,loss
1890-03-29,Northern Ireland,Scotland,1.0,4.0,British Home Championship,Belfast,Northern Ireland,73,loss,win
1890-04-05,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,74,draw,draw
1891-02-07,Northern Ireland,Wales,7.0,2.0,British Home Championship,Belfast,Northern Ireland,75,win,loss
1891-03-07,England,Wales,4.0,1.0,British Home Championship,Sunderland,England,76,win,loss
1891-03-07,England,Northern Ireland,6.0,1.0,British Home Championship,Wolverhampton,England,77,win,loss
1891-03-21,Wales,Scotland,3.0,4.0,British Home Championship,Wrexham,Wales,78,loss,win
1891-03-28,Scotland,Northern Ireland,2.0,1.0,British Home Championship,Glasgow,Scotland,79,win,loss
1891-04-06,England,Scotland,2.0,1.0,British Home Championship,Blackburn,England,80,win,loss
1892-02-27,Wales,Northern Ireland,1.0,1.0,British Home Championship,Bangor,Wales,81,draw,draw
1892-03-05,Northern Ireland,England,0.0,2.0,British Home Championship,Belfast,Northern Ireland,82,loss,win
1892-03-05,Wales,England,0.0,2.0,British Home Championship,Wrexham,Wales,83,loss,win
1892-03-19,Northern Ireland,Scotland,2.0,3.0,British Home Championship,Belfast,Northern Ireland,84,loss,win
1892-03-26,Scotland,Wales,6.0,1.0,British Home Championship,Edinburgh,Scotland,85,win,loss
1892-04-02,Scotland,England,1.0,4.0,British Home Championship,Glasgow,Scotland,86,loss,win
1893-02-25,England,Northern Ireland,6.0,1.0,British Home Championship,Birmingham,England,87,win,loss
1893-03-13,England,Wales,6.0,0.0,British Home Championship,Stoke-on-Trent,England,88,win,loss
1893-03-18,Wales,Scotland,0.0,8.0,British Home Championship,Wrexham,Wales,89,loss,win
1893-03-25,Scotland,Northern Ireland,6.0,1.0,British Home Championship,Glasgow,Scotland,90,win,loss
1893-04-01,England,Scotland,5.0,2.0,British Home Championship,Richmond,England,91,win,loss
1894-02-24,Wales,Northern Ireland,4.0,1.0,British Home Championship,Swansea,Wales,92,win,loss
1894-03-03,Northern Ireland,England,2.0,2.0,British Home Championship,Belfast,Northern Ireland,93,draw,draw
1894-03-12,Wales,England,1.0,5.0,British Home Championship,Wrexham,Wales,94,loss,win
1894-03-24,Scotland,Wales,5.0,2.0,British Home Championship,Kilmarnock,Scotland,95,win,loss
1894-03-31,Northern Ireland,Scotland,1.0,2.0,British Home Championship,Belfast,Northern Ireland,96,loss,win
1894-04-07,Scotland,England,2.0,2.0,British Home Championship,Glasgow,Scotland,97,draw,draw
1895-03-09,England,Northern Ireland,9.0,0.0,British Home Championship,Derby,England,98,win,loss
1895-03-16,Northern Ireland,Wales,2.0,2.0,British Home Championship,Belfast,Northern Ireland,99,draw,draw
1895-03-18,England,Wales,1.0,1.0,British Home Championship,London,England,100,draw,draw
1895-03-23,Wales,Scotland,2.0,2.0,British Home Championship,Wrexham,Wales,101,draw,draw
1895-03-30,Scotland,Northern Ireland,3.0,1.0,British Home Championship,Glasgow,Scotland,102,win,loss
1895-04-06,England,Scotland,3.0,0.0,British Home Championship,Liverpool,England,103,win,loss
1896-02-29,Wales,Northern Ireland,6.0,1.0,British Home Championship,Wrexham,Wales,104,win,loss
1896-03-07,Northern Ireland,England,0.0,2.0,British Home Championship,Belfast,Northern Ireland,105,loss,win
1896-03-16,Wales,England,1.0,9.0,British Home Championship,Cardiff,Wales,106,loss,win
1896-03-21,Scotland,Wales,4.0,0.0,British Home Championship,Dundee,Scotland,107,win,loss
1896-03-28,Northern Ireland,Scotland,3.0,3.0,British Home Championship,Belfast,Northern Ireland,108,draw,draw
1896-04-04,Scotland,England,2.0,1.0,British Home Championship,Glasgow,Scotland,109,win,loss
1897-02-20,England,Northern Ireland,6.0,0.0,British Home Championship,Nottingham,England,110,win,loss
1897-03-06,Northern Ireland,Wales,4.0,3.0,British Home Championship,Belfast,Northern Ireland,111,win,loss
1897-03-20,Wales,Scotland,2.0,2.0,British Home Championship,Wrexham,Wales,112,draw,draw
1897-03-27,Scotland,Northern Ireland,5.0,1.0,British Home Championship,Glasgow,Scotland,113,win,loss
1897-03-29,England,Wales,4.0,0.0,British Home Championship,Sheffield,England,114,win,loss
1897-04-03,England,Scotland,1.0,2.0,British Home Championship,London,England,115,loss,win
1898-02-19,Wales,Northern Ireland,0.0,1.0,British Home Championship,Llandudno,Wales,116,loss,win
1898-03-05,Northern Ireland,England,2.0,3.0,British Home Championship,Belfast,Northern Ireland,117,loss,win
1898-03-19,Scotland,Wales,5.0,2.0,British Home Championship,Motherwell,Scotland,118,win,loss
1898-03-26,Northern Ireland,Scotland,0.0,3.0,British Home Championship,Belfast,Northern Ireland,119,loss,win
1898-03-28,Wales,England,0.0,3.0,British Home Championship,Wrexham,Wales,120,loss,win
1898-04-02,Scotland,England,1.0,3.0,British Home Championship,Glasgow,Scotland,121,loss,win
1899-02-18,England,Northern Ireland,13.0,2.0,British Home Championship,Sunderland,England,122,win,loss
1899-03-04,Northern Ireland,Wales,1.0,0.0,British Home Championship,Belfast,Northern Ireland,123,win,loss
1899-03-18,Wales,Scotland,0.0,6.0,British Home Championship,Wrexham,Wales,124,loss,win
1899-03-20,England,Wales,4.0,0.0,British Home Championship,Bristol,England,125,win,loss
1899-03-25,Scotland,Northern Ireland,9.0,1.0,British Home Championship,Glasgow,Scotland,126,win,loss
1899-04-08,England,Scotland,2.0,1.0,British Home Championship,Birmingham,England,127,win,loss
1900-02-03,Scotland,Wales,5.0,2.0,British Home Championship,Aberdeen,Scotland,128,win,loss
1900-02-24,Wales,Northern Ireland,2.0,0.0,British Home Championship,Llandudno,Wales,129,win,loss
1900-03-03,Northern Ireland,Scotland,0.0,3.0,British Home Championship,Belfast,Northern Ireland,130,loss,win
1900-03-17,Northern Ireland,England,0.0,2.0,British Home Championship,Dublin,Northern Ireland,131,loss,win
1900-03-26,Wales,England,1.0,1.0,British Home Championship,Cardiff,Wales,132,draw,draw
1900-04-07,Scotland,England,4.0,1.0,British Home Championship,Glasgow,Scotland,133,win,loss
1901-02-23,Scotland,Northern Ireland,11.0,0.0,British Home Championship,Glasgow,Scotland,134,win,loss
1901-03-02,Wales,Scotland,1.0,1.0,British Home Championship,Wrexham,Wales,135,draw,draw
1901-03-09,England,Northern Ireland,3.0,0.0,British Home Championship,Southampton,England,136,win,loss
1901-03-18,England,Wales,6.0,0.0,British Home Championship,Newcastle,England,137,win,loss
1901-03-23,Northern Ireland,Wales,0.0,1.0,British Home Championship,Belfast,Northern Ireland,138,loss,win
1901-03-30,England,Scotland,2.0,2.0,British Home Championship,London,England,139,draw,draw
1902-02-22,Wales,Northern Ireland,0.0,3.0,British Home Championship,Cardiff,Wales,140,loss,win
1902-03-01,Northern Ireland,Scotland,1.0,5.0,British Home Championship,Belfast,Northern Ireland,141,loss,win
1902-03-03,Wales,England,0.0,0.0,British Home Championship,Wrexham,Wales,142,draw,draw
1902-03-15,Scotland,Wales,5.0,1.0,British Home Championship,Greenock,Scotland,143,win,loss
1902-03-22,Northern Ireland,England,0.0,1.0,British Home Championship,Belfast,Northern Ireland,144,loss,win
1902-05-03,England,Scotland,2.0,2.0,British Home Championship,Birmingham,England,145,draw,draw
1902-07-20,Uruguay,Argentina,0.0,6.0,Friendly,Montevideo,Uruguay,146,loss,win
1902-10-12,Austria,Hungary,5.0,0.0,Friendly,Vienna,Austria,147,win,loss
1903-02-14,England,Northern Ireland,4.0,0.0,British Home Championship,Wolverhampton,England,148,win,loss
1903-03-02,England,Wales,2.0,1.0,British Home Championship,Portsmouth,England,149,win,loss
1903-03-09,Wales,Scotland,0.0,1.0,British Home Championship,Cardiff,Wales,150,loss,win
1903-03-21,Scotland,Northern Ireland,0.0,2.0,British Home Championship,Glasgow,Scotland,151,loss,win
1903-03-28,Northern Ireland,Wales,2.0,0.0,British Home Championship,Belfast,Northern Ireland,152,win,loss
1903-04-04,England,Scotland,1.0,2.0,British Home Championship,Sheffield,England,153,loss,win
1903-04-05,Hungary,Czechia,2.0,1.0,Friendly,Budapest,Hungary,154,win,loss
1903-06-11,Hungary,Austria,3.0,2.0,Friendly,Budapest,Hungary,155,win,loss
1903-09-13,Argentina,Uruguay,2.0,3.0,Friendly,Buenos Aires,Argentina,156,loss,win
1903-10-11,Austria,Hungary,4.0,2.0,Friendly,Vienna,Austria,157,win,loss
1904-02-29,Wales,England,2.0,2.0,British Home Championship,Wrexham,Wales,158,draw,draw
1904-03-12,Northern Ireland,England,1.0,3.0,British Home Championship,Belfast,Northern Ireland,159,loss,win
1904-03-12,Scotland,Wales,1.0,1.0,British Home Championship,Dundee,Scotland,160,draw,draw
1904-03-21,Wales,Northern Ireland,0.0,1.0,British Home Championship,Bangor,Wales,161,loss,win
1904-03-26,Northern Ireland,Scotland,1.0,1.0,British Home Championship,Dublin,Northern Ireland,162,draw,draw
1904-04-09,Scotland,England,0.0,1.0,British Home Championship,Glasgow,Scotland,163,loss,win
1904-05-01,Belgium,France,3.0,3.0,Ãvence CoppÃ©e Trophy,Brussels,Belgium,164,draw,draw
1904-06-02,Hungary,Austria,3.0,0.0,Friendly,Budapest,Hungary,165,win,loss
1904-10-09,Austria,Hungary,5.0,4.0,Friendly,Vienna,Austria,166,win,loss
1905-02-12,France,Switzerland,1.0,0.0,Friendly,Paris,France,167,win,loss
1905-02-25,England,Northern Ireland,1.0,1.0,British Home Championship,Middlesbrough,England,168,draw,draw
1905-03-06,Wales,Scotland,3.0,1.0,British Home Championship,Wrexham,Wales,169,win,loss
1905-03-18,Scotland,Northern Ireland,4.0,0.0,British Home Championship,Glasgow,Scotland,170,win,loss
1905-03-27,England,Wales,3.0,1.0,British Home Championship,Liverpool,England,171,win,loss
1905-04-01,England,Scotland,1.0,0.0,British Home Championship,London,England,172,win,loss
1905-04-08,Northern Ireland,Wales,2.0,2.0,British Home Championship,Belfast,Northern Ireland,173,draw,draw
1905-04-09,Hungary,Austria,0.0,0.0,Friendly,Budapest,Hungary,174,draw,draw
1905-04-30,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,175,loss,win
1905-05-07,Belgium,France,7.0,0.0,Friendly,Brussels,Belgium,176,win,loss
1905-05-14,Netherlands,Belgium,4.0,0.0,Friendly,Rotterdam,Netherlands,177,win,loss
1905-08-15,Argentina,Uruguay,0.0,0.0,Copa Lipton,Buenos Aires,Argentina,178,draw,draw
1906-02-17,Northern Ireland,England,0.0,5.0,British Home Championship,Belfast,Northern Ireland,179,loss,win
1906-03-03,Scotland,Wales,0.0,2.0,British Home Championship,Edinburgh,Scotland,180,loss,win
1906-03-17,Northern Ireland,Scotland,0.0,1.0,British Home Championship,Dublin,Northern Ireland,181,loss,win
1906-03-19,Wales,England,0.0,1.0,British Home Championship,Cardiff,Wales,182,loss,win
1906-04-01,Hungary,Czechia,1.0,1.0,Friendly,Budapest,Hungary,183,draw,draw
1906-04-02,Wales,Northern Ireland,4.0,4.0,British Home Championship,Wrexham,Wales,184,draw,draw
1906-04-07,Scotland,England,2.0,1.0,British Home Championship,Glasgow,Scotland,185,win,loss
1906-04-22,France,Belgium,0.0,5.0,Friendly,Saint-Cloud,France,186,loss,win
1906-04-29,Belgium,Netherlands,5.0,0.0,Friendly,Antwerp,Belgium,187,win,loss
1906-05-13,Netherlands,Belgium,2.0,3.0,Friendly,Rotterdam,Netherlands,188,loss,win
1906-08-15,Uruguay,Argentina,0.0,2.0,Copa Lipton,Montevideo,Uruguay,189,loss,win
1906-10-07,Czechia,Hungary,4.0,4.0,Friendly,Prague,Czechia,190,draw,draw
1906-10-21,Argentina,Uruguay,2.0,1.0,Copa Newton,Buenos Aires,Argentina,191,win,loss
1906-11-04,Hungary,Austria,3.0,1.0,Friendly,Budapest,Hungary,192,win,loss
1907-02-16,England,Northern Ireland,1.0,0.0,British Home Championship,Liverpool,England,193,win,loss
1907-02-23,Northern Ireland,Wales,2.0,3.0,British Home Championship,Belfast,Northern Ireland,194,loss,win
1907-03-04,Wales,Scotland,1.0,0.0,British Home Championship,Wrexham,Wales,195,win,loss
1907-03-16,Scotland,Northern Ireland,3.0,0.0,British Home Championship,Glasgow,Scotland,196,win,loss
1907-03-18,England,Wales,1.0,1.0,British Home Championship,London,England,197,draw,draw
1907-04-06,England,Scotland,1.0,1.0,British Home Championship,Newcastle,England,198,draw,draw
1907-04-07,Hungary,Czechia,5.0,2.0,Friendly,Budapest,Hungary,199,win,loss
1907-04-14,Belgium,Netherlands,1.0,3.0,Friendly,Antwerp,Belgium,200,loss,win
1907-04-21,Belgium,France,1.0,2.0,Friendly,Brussels,Belgium,201,loss,win
1907-05-05,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,202,win,loss
1907-05-09,Netherlands,Belgium,1.0,2.0,Friendly,Haarlem,Netherlands,203,loss,win
1907-10-06,Czechia,Hungary,5.0,3.0,Friendly,Prague,Czechia,204,win,loss
1907-11-03,Hungary,Austria,4.0,1.0,Friendly,Budapest,Hungary,205,win,loss
1908-02-15,Northern Ireland,England,1.0,3.0,British Home Championship,Belfast,Northern Ireland,206,loss,win
1908-03-07,Scotland,Wales,2.0,1.0,British Home Championship,Dundee,Scotland,207,win,loss
1908-03-08,Switzerland,France,1.0,2.0,Friendly,Geneva,Switzerland,208,loss,win
1908-03-14,Northern Ireland,Scotland,0.0,5.0,British Home Championship,Dublin,Northern Ireland,209,loss,win
1908-03-16,Wales,England,1.0,7.0,British Home Championship,Wrexham,Wales,210,loss,win
1908-03-29,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,211,loss,win
1908-04-04,Scotland,England,1.0,1.0,British Home Championship,Glasgow,Scotland,212,draw,draw
1908-04-05,Hungary,Czechia,5.0,2.0,Friendly,Budapest,Hungary,213,win,loss
1908-04-05,Switzerland,Germany,5.0,3.0,Friendly,Basel,Switzerland,214,win,loss
1908-04-11,Wales,Northern Ireland,0.0,1.0,British Home Championship,Aberdare,Wales,215,loss,win
1908-04-12,France,Belgium,1.0,2.0,Friendly,Colombes,France,216,loss,win
1908-04-26,Netherlands,Belgium,3.0,1.0,Friendly,Rotterdam,Netherlands,217,win,loss
1908-05-03,Austria,Hungary,4.0,0.0,Friendly,Vienna,Austria,218,win,loss
1908-05-10,Netherlands,France,4.0,1.0,Friendly,Rotterdam,Netherlands,219,win,loss
1908-06-06,Austria,England,1.0,6.0,Friendly,Vienna,Austria,220,loss,win
1908-06-07,Austria,Germany,3.0,2.0,Friendly,Vienna,Austria,221,win,loss
1908-06-08,Austria,England,1.0,11.0,Friendly,Vienna,Austria,222,loss,win
1908-06-10,Hungary,England,0.0,7.0,Friendly,Budapest,Hungary,223,loss,win
1908-06-13,Czechia,England,0.0,4.0,Friendly,Prague,Czechia,224,loss,win
1908-07-12,Sweden,Norway,11.0,3.0,Friendly,Gothenburg,Sweden,225,win,loss
1908-08-15,Uruguay,Argentina,2.0,2.0,Copa Lipton,Montevideo,Uruguay,226,draw,draw
1908-09-13,Argentina,Uruguay,2.0,1.0,Copa Newton,Buenos Aires,Argentina,227,win,loss
1908-10-04,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,228,loss,win
1908-10-25,Netherlands,Sweden,5.0,3.0,Friendly,The Hague,Netherlands,229,win,loss
1908-10-26,Belgium,Sweden,2.0,1.0,Friendly,Brussels,Belgium,230,win,loss
1908-11-01,Hungary,Austria,5.0,3.0,Friendly,Budapest,Hungary,231,win,loss
1909-02-13,England,Northern Ireland,4.0,0.0,British Home Championship,Bradford,England,232,win,loss
1909-03-01,Wales,Scotland,3.0,2.0,British Home Championship,Wrexham,Wales,233,win,loss
1909-03-15,England,Wales,2.0,0.0,British Home Championship,Nottingham,England,234,win,loss
1909-03-15,Scotland,Northern Ireland,5.0,0.0,British Home Championship,Glasgow,Scotland,235,win,loss
1909-03-20,Northern Ireland,Wales,2.0,3.0,British Home Championship,Belfast,Northern Ireland,236,loss,win
1909-03-21,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,237,loss,win
1909-04-03,England,Scotland,2.0,0.0,British Home Championship,London,England,238,win,loss
1909-04-04,Germany,Switzerland,1.0,0.0,Friendly,Karlsruhe,Germany,239,win,loss
1909-04-04,Hungary,Germany,3.0,3.0,Friendly,Budapest,Hungary,240,draw,draw
1909-04-25,Netherlands,Belgium,4.0,1.0,Friendly,Rotterdam,Netherlands,241,win,loss
1909-05-02,Austria,Hungary,3.0,4.0,Friendly,Vienna,Austria,242,loss,win
1909-05-09,Belgium,France,5.0,2.0,Friendly,Brussels,Belgium,243,win,loss
1909-05-29,Hungary,England,2.0,4.0,Friendly,Budapest,Hungary,244,loss,win
1909-05-30,Hungary,Austria,1.0,1.0,Friendly,Budapest,Hungary,245,draw,draw
1909-05-31,Hungary,England,2.0,8.0,Friendly,Budapest,Hungary,246,loss,win
1909-06-01,Austria,England,1.0,8.0,Friendly,Vienna,Austria,247,loss,win
1909-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Buenos Aires,Argentina,248,win,loss
1909-09-19,Uruguay,Argentina,2.0,2.0,Copa Newton,Montevideo,Uruguay,249,draw,draw
1909-10-10,Argentina,Uruguay,3.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,250,win,loss
1909-11-07,Hungary,Austria,2.0,2.0,Friendly,Budapest,Hungary,251,draw,draw
1910-02-12,Northern Ireland,England,1.0,1.0,British Home Championship,Belfast,Northern Ireland,252,draw,draw
1910-03-05,Scotland,Wales,1.0,0.0,British Home Championship,Kilmarnock,Scotland,253,win,loss
1910-03-13,Belgium,Netherlands,3.0,2.0,Friendly,Antwerp,Belgium,254,win,loss
1910-03-14,Wales,England,0.0,1.0,British Home Championship,Cardiff,Wales,255,loss,win
1910-03-19,Northern Ireland,Scotland,1.0,0.0,British Home Championship,Belfast,Northern Ireland,256,win,loss
1910-04-02,Scotland,England,2.0,0.0,British Home Championship,Glasgow,Scotland,257,win,loss
1910-04-03,France,Belgium,0.0,4.0,Friendly,Gentilly,France,258,loss,win
1910-04-03,Switzerland,Germany,2.0,3.0,Friendly,Basel,Switzerland,259,loss,win
1910-04-10,Netherlands,Belgium,7.0,0.0,Friendly,Haarlem,Netherlands,260,win,loss
1910-04-11,Wales,Northern Ireland,4.0,1.0,British Home Championship,Wrexham,Wales,261,win,loss
1910-04-24,Netherlands,Germany,4.0,2.0,Friendly,Arnhem,Netherlands,262,win,loss
1910-05-01,Austria,Hungary,2.0,1.0,Friendly,Vienna,Austria,263,win,loss
1910-05-15,Italy,France,6.0,2.0,Friendly,Milan,Italy,264,win,loss
1910-05-16,Germany,Belgium,0.0,3.0,Friendly,Duisburg,Germany,265,loss,win
1910-05-26,Hungary,Italy,6.0,1.0,Friendly,Budapest,Hungary,266,win,loss
1910-05-27,Argentina,Chile,3.0,1.0,Friendly,Buenos Aires,Argentina,267,win,loss
1910-05-29,Chile,Uruguay,0.0,3.0,Friendly,Buenos Aires,Argentina,268,loss,win
1910-06-05,Argentina,Chile,5.0,1.0,Friendly,Buenos Aires,Argentina,269,win,loss
1910-06-12,Argentina,Uruguay,4.0,1.0,Friendly,Buenos Aires,Argentina,270,win,loss
1910-08-15,Uruguay,Argentina,3.0,1.0,Copa Lipton,Montevideo,Uruguay,271,win,loss
1910-09-11,Chile,Argentina,0.0,3.0,Friendly,ViÃ±a del Mar,Chile,272,loss,win
1910-09-11,Norway,Sweden,0.0,4.0,Friendly,Kristiania,Norway,273,loss,win
1910-10-16,Germany,Netherlands,1.0,2.0,Friendly,Kleve,Germany,274,loss,win
1910-11-06,Hungary,Austria,3.0,0.0,Friendly,Budapest,Hungary,275,win,loss
1910-11-13,Argentina,Uruguay,1.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,276,draw,draw
1910-11-27,Argentina,Uruguay,2.0,6.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,277,loss,win
1911-01-01,France,Hungary,0.0,3.0,Friendly,Maisons-Alfort,France,278,loss,win
1911-01-06,Italy,Hungary,0.0,1.0,Friendly,Milan,Italy,279,loss,win
1911-01-08,Switzerland,Hungary,2.0,0.0,Friendly,ZÃ¼rich,Switzerland,280,win,loss
1911-01-28,Northern Ireland,Wales,1.0,2.0,British Home Championship,Belfast,Northern Ireland,281,loss,win
1911-02-11,England,Northern Ireland,2.0,1.0,British Home Championship,Derby,England,282,win,loss
1911-03-06,Wales,Scotland,2.0,2.0,British Home Championship,Cardiff,Wales,283,draw,draw
1911-03-13,England,Wales,3.0,0.0,British Home Championship,London,England,284,win,loss
1911-03-18,Scotland,Northern Ireland,2.0,0.0,British Home Championship,Glasgow,Scotland,285,win,loss
1911-03-19,Belgium,Netherlands,1.0,5.0,Friendly,Antwerp,Belgium,286,loss,win
1911-03-26,Germany,Switzerland,6.0,2.0,Friendly,Stuttgart,Germany,287,win,loss
1911-04-01,England,Scotland,1.0,1.0,British Home Championship,Liverpool,England,288,draw,draw
1911-04-02,Netherlands,Belgium,3.0,1.0,Friendly,Dordrecht,Netherlands,289,win,loss
1911-04-09,France,Italy,2.0,2.0,Friendly,Saint-Ouen,France,290,draw,draw
